produit_id,classe_abc,mois_offset,quantite_commandee,commande_passee,stock_final,rupture,demande_prevue,cout_achat,prix_vente,fournisseur,lead_time_mois,montant_total
P0001,A,1,0,0,0.0,0.0,0.0,95.0,133.0,Dubaï,1,0.0
P0001,A,2,0,0,0.0,0.0,0.0,95.0,133.0,Dubaï,1,0.0
P0001,A,3,0,0,0.0,0.0,0.0,95.0,133.0,Dubaï,1,0.0
P0002,A,1,0,0,1.0,0.0,0.0,110.0,154.0,Dubaï,1,0.0
P0002,A,2,0,0,1.0,0.0,0.0,110.0,154.0,Dubaï,1,0.0
P0002,A,3,0,0,1.0,0.0,0.0,110.0,154.0,Dubaï,1,0.0
P0003,C,1,0,0,0.0,0.0,0.0,90.0,126.0,Dubaï,1,0.0
P0003,C,2,0,0,0.0,0.0,0.0,90.0,126.0,Dubaï,1,0.0
P0003,C,3,0,0,0.0,0.0,0.0,90.0,126.0,Dubaï,1,0.0
P0004,A,1,0,0,0.0,0.0,0.0,120.0,168.0,Dubaï,1,0.0
P0004,A,2,0,0,0.0,0.0,0.0,120.0,168.0,Dubaï,1,0.0
P0004,A,3,0,0,0.0,0.0,0.0,120.0,168.0,Dubaï,1,0.0
P0005,A,1,0,0,27.0,0.0,0.0,130.0,182.0,Dubaï,1,0.0
P0005,A,2,0,0,26.7,0.0,0.28,130.0,182.0,Dubaï,1,0.0
P0005,A,3,0,0,26.7,0.0,0.0,130.0,182.0,Dubaï,1,0.0
P0006,B,1,0,0,13.3,0.0,1.65,145.0,203.0,Dubaï,1,0.0
P0006,B,2,16,1,3.1,0.0,10.29,145.0,203.0,Dubaï,1,2320.0
P0006,B,3,16,1,7.3,0.0,11.74,145.0,203.0,Dubaï,1,2320.0
P0007,B,1,0,0,0.0,0.0,0.0,165.0,231.0,Dubaï,1,0.0
P0007,B,2,0,0,0.0,0.0,0.0,165.0,231.0,Dubaï,1,0.0
P0007,B,3,0,0,0.0,0.0,0.0,165.0,231.0,Dubaï,1,0.0
P0008,A,1,0,0,13.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0008,A,2,0,0,13.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0008,A,3,0,0,13.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0009,B,1,0,0,8.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0009,B,2,0,0,8.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0009,B,3,0,0,8.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0010,B,1,0,0,0.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0010,B,2,0,0,0.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0010,B,3,0,0,0.0,0.0,0.0,175.0,245.0,Dubaï,1,0.0
P0011,A,1,0,0,0.0,0.0,0.0,170.0,238.0,Dubaï,1,0.0
P0011,A,2,0,0,0.0,0.0,0.0,170.0,238.0,Dubaï,1,0.0
P0011,A,3,0,0,0.0,0.0,0.0,170.0,238.0,Dubaï,1,0.0
P0012,A,1,0,0,1.0,0.0,0.0,180.0,252.0,Dubaï,1,0.0
P0012,A,2,0,0,1.0,0.0,0.0,180.0,252.0,Dubaï,1,0.0
P0012,A,3,0,0,1.0,0.0,0.0,180.0,252.0,Dubaï,1,0.0
P0013,A,1,0,0,14.0,0.0,0.0,180.0,252.0,Dubaï,1,0.0
P0013,A,2,0,0,14.0,0.0,0.0,180.0,252.0,Dubaï,1,0.0
P0013,A,3,0,0,14.0,0.0,0.0,180.0,252.0,Dubaï,1,0.0
P0014,A,1,94,1,0.0,15.24,39.24,180.0,252.0,Dubaï,1,16920.0
P0014,A,2,94,1,39.0,0.0,55.05,180.0,252.0,Dubaï,1,16920.0
P0014,A,3,0,0,86.5,0.0,46.48,180.0,252.0,Dubaï,1,0.0
P0015,A,1,14,1,6.3,0.0,6.66,210.0,294.0,Dubaï,1,2940.0
P0015,A,2,0,0,13.7,0.0,6.66,210.0,294.0,Dubaï,1,0.0
P0015,A,3,0,0,7.0,0.0,6.66,210.0,294.0,Dubaï,1,0.0
P0016,A,1,60,1,2.4,0.0,34.62,220.0,308.0,Dubaï,1,13200.0
P0016,A,2,0,0,46.1,0.0,16.29,220.0,308.0,Dubaï,1,0.0
P0016,A,3,60,1,8.3,0.0,37.82,220.0,308.0,Dubaï,1,13200.0
P0017,A,1,0,0,0.0,0.0,0.0,220.0,308.0,Dubaï,1,0.0
P0017,A,2,0,0,0.0,0.0,0.0,220.0,308.0,Dubaï,1,0.0
P0017,A,3,0,0,0.0,0.0,0.0,220.0,308.0,Dubaï,1,0.0
P0018,B,1,0,0,0.0,0.0,0.0,220.0,308.0,Dubaï,1,0.0
P0018,B,2,0,0,0.0,0.0,0.0,220.0,308.0,Dubaï,1,0.0
P0018,B,3,0,0,0.0,0.0,0.0,220.0,308.0,Dubaï,1,0.0
P0019,B,1,0,0,0.0,0.0,0.0,235.0,329.0,Dubaï,1,0.0
P0019,B,2,0,0,0.0,0.0,0.0,235.0,329.0,Dubaï,1,0.0
P0019,B,3,0,0,0.0,0.0,0.0,235.0,329.0,Dubaï,1,0.0
P0020,A,1,0,0,0.0,0.0,0.0,240.0,336.0,Dubaï,1,0.0
P0020,A,2,0,0,0.0,0.0,0.0,240.0,336.0,Dubaï,1,0.0
P0020,A,3,0,0,0.0,0.0,0.0,240.0,336.0,Dubaï,1,0.0
P0021,A,1,0,0,11.0,0.0,0.0,250.0,350.0,Dubaï,1,0.0
P0021,A,2,0,0,11.0,0.0,0.0,250.0,350.0,Dubaï,1,0.0
P0021,A,3,0,0,11.0,0.0,0.0,250.0,350.0,Dubaï,1,0.0
P0022,A,1,0,0,45.0,0.0,0.0,250.0,350.0,Dubaï,1,0.0
P0022,A,2,0,0,45.0,0.0,0.0,250.0,350.0,Dubaï,1,0.0
P0022,A,3,0,0,45.0,0.0,0.0,250.0,350.0,Dubaï,1,0.0
P0023,A,1,37,1,7.1,0.0,18.91,250.0,350.0,Dubaï,1,9250.0
P0023,A,2,0,0,29.9,0.0,14.19,250.0,350.0,Dubaï,1,0.0
P0023,A,3,37,1,8.6,0.0,21.34,250.0,350.0,Dubaï,1,9250.0
P0024,A,1,0,0,20.5,0.0,8.5,260.0,364.0,Dubaï,1,0.0
P0024,A,2,0,0,17.8,0.0,2.67,260.0,364.0,Dubaï,1,0.0
P0024,A,3,17,1,4.4,0.0,13.47,260.0,364.0,Dubaï,1,4420.0
P0025,A,1,7,1,1.6,0.0,9.41,270.0,378.0,Dubaï,1,1890.0
P0025,A,2,0,0,8.6,0.0,0.0,270.0,378.0,Dubaï,1,0.0
P0025,A,3,0,0,8.6,0.0,0.0,270.0,378.0,Dubaï,1,0.0
P0026,A,1,0,0,0.0,0.0,0.0,275.0,385.0,Dubaï,1,0.0
P0026,A,2,0,0,0.0,0.0,0.0,275.0,385.0,Dubaï,1,0.0
P0026,A,3,0,0,0.0,0.0,0.0,275.0,385.0,Dubaï,1,0.0
P0027,C,1,0,0,0.0,0.0,0.0,95.0,133.0,Dubaï,1,0.0
P0027,C,2,0,0,0.0,0.0,0.0,95.0,133.0,Dubaï,1,0.0
P0027,C,3,0,0,0.0,0.0,0.0,95.0,133.0,Dubaï,1,0.0
P0028,A,1,0,0,0.0,0.0,0.0,105.0,147.0,Dubaï,1,0.0
P0028,A,2,0,0,0.0,0.0,0.0,105.0,147.0,Dubaï,1,0.0
P0028,A,3,0,0,0.0,0.0,0.0,105.0,147.0,Dubaï,1,0.0
P0029,A,1,0,0,0.0,0.0,0.0,80.0,112.0,Dubaï,1,0.0
P0029,A,2,0,0,0.0,0.0,0.0,80.0,112.0,Dubaï,1,0.0
P0029,A,3,0,0,0.0,0.0,0.0,80.0,112.0,Dubaï,1,0.0
P0030,B,1,0,0,0.0,0.0,0.0,130.0,182.0,Dubaï,1,0.0
P0030,B,2,0,0,0.0,0.0,0.0,130.0,182.0,Dubaï,1,0.0
P0030,B,3,0,0,0.0,0.0,0.0,130.0,182.0,Dubaï,1,0.0
P0031,C,1,0,0,0.0,0.0,0.0,120.0,168.0,Dubaï,1,0.0
P0031,C,2,0,0,0.0,0.0,0.0,120.0,168.0,Dubaï,1,0.0
P0031,C,3,0,0,0.0,0.0,0.0,120.0,168.0,Dubaï,1,0.0
P0032,B,1,0,0,0.0,0.0,0.0,140.0,196.0,Dubaï,1,0.0
P0032,B,2,0,0,0.0,0.0,0.0,140.0,196.0,Dubaï,1,0.0
P0032,B,3,0,0,0.0,0.0,0.0,140.0,196.0,Dubaï,1,0.0
P0036,C,1,0,0,14.1,0.0,2.92,132.0,158.4,Dubaï,1,0.0
P0036,C,2,0,0,11.2,0.0,2.92,132.0,158.4,Dubaï,1,0.0
P0036,C,3,0,0,8.3,0.0,2.92,132.0,158.4,Dubaï,1,0.0
P0037,A,1,16,1,0.0,1.31,13.31,600.0,720.0,Dubaï,1,9600.0
P0037,A,2,0,0,9.8,0.0,6.21,600.0,720.0,Dubaï,1,0.0
P0037,A,3,16,1,6.7,0.0,3.05,600.0,720.0,Dubaï,1,9600.0
P0038,B,1,0,0,6.8,0.0,2.24,680.0,816.0,Dubaï,1,0.0
P0038,B,2,0,0,3.8,0.0,2.91,680.0,816.0,Dubaï,1,0.0
P0038,B,3,0,0,3.2,0.0,0.69,680.0,816.0,Dubaï,1,0.0
P0039,B,1,16,1,0.0,9.03,9.03,184.0,220.8,Dubaï,1,2944.0
P0039,B,2,0,0,13.7,0.0,2.33,184.0,220.8,Dubaï,1,0.0
P0039,B,3,16,1,1.3,0.0,12.35,184.0,220.8,Dubaï,1,2944.0
P0040,A,1,0,0,5.4,0.0,4.64,224.0,268.8,Dubaï,1,0.0
P0040,A,2,0,0,5.4,0.0,0.0,224.0,268.8,Dubaï,1,0.0
P0040,A,3,0,0,5.4,0.0,0.0,224.0,268.8,Dubaï,1,0.0
P0041,C,1,6,1,0.0,1.72,2.72,280.0,336.0,Dubaï,1,1680.0
P0041,C,2,0,0,3.3,0.0,2.72,280.0,336.0,Dubaï,1,0.0
P0041,C,3,6,1,0.6,0.0,2.72,280.0,336.0,Dubaï,1,1680.0
P0042,A,1,0,0,12.4,0.0,5.56,320.0,384.0,Dubaï,1,0.0
P0042,A,2,0,0,12.4,0.0,0.0,320.0,384.0,Dubaï,1,0.0
P0042,A,3,0,0,12.4,0.0,0.0,320.0,384.0,Dubaï,1,0.0
P0043,A,1,9,1,0.0,6.41,12.41,544.0,652.8,Dubaï,1,4896.0
P0043,A,2,0,0,9.0,0.0,0.0,544.0,652.8,Dubaï,1,0.0
P0043,A,3,0,0,8.2,0.0,0.75,544.0,652.8,Dubaï,1,0.0
P0044,A,1,0,0,10.0,0.0,0.0,416.0,499.2,Dubaï,1,0.0
P0044,A,2,0,0,6.3,0.0,3.73,416.0,499.2,Dubaï,1,0.0
P0044,A,3,0,0,3.6,0.0,2.69,416.0,499.2,Dubaï,1,0.0
P0045,A,1,0,0,4.1,0.0,4.89,388.0,465.6,Dubaï,1,0.0
P0045,A,2,5,1,2.1,0.0,2.02,388.0,465.6,Dubaï,1,1940.0
P0045,A,3,0,0,7.1,0.0,0.0,388.0,465.6,Dubaï,1,0.0
P0046,A,1,11,1,4.5,0.0,3.5,288.0,345.6,Dubaï,1,3168.0
P0046,A,2,0,0,11.8,0.0,3.67,288.0,345.6,Dubaï,1,0.0
P0046,A,3,11,1,3.4,0.0,8.41,288.0,345.6,Dubaï,1,3168.0
P0047,C,1,0,0,14.0,0.0,0.0,132.0,158.4,Dubaï,1,0.0
P0047,C,2,0,0,14.0,0.0,0.0,132.0,158.4,Dubaï,1,0.0
P0047,C,3,0,0,14.0,0.0,0.0,132.0,158.4,Dubaï,1,0.0
P0048,B,1,0,0,0.0,0.0,0.0,96.0,115.2,Dubaï,1,0.0
P0048,B,2,0,0,0.0,0.0,0.0,96.0,115.2,Dubaï,1,0.0
P0048,B,3,0,0,0.0,0.0,0.0,96.0,115.2,Dubaï,1,0.0
P0049,C,1,13,1,1.7,0.0,6.33,72.0,86.4,Dubaï,1,936.0
P0049,C,2,0,0,8.3,0.0,6.33,72.0,86.4,Dubaï,1,0.0
P0049,C,3,13,1,2.0,0.0,6.33,72.0,86.4,Dubaï,1,936.0
P0050,C,1,15,1,0.0,0.31,7.31,84.0,100.8,Dubaï,1,1260.0
P0050,C,2,0,0,7.7,0.0,7.31,84.0,100.8,Dubaï,1,0.0
P0050,C,3,15,1,0.4,0.0,7.31,84.0,100.8,Dubaï,1,1260.0
P0051,A,1,0,0,0.0,0.0,0.0,720.0,864.0,Dubaï,1,0.0
P0051,A,2,0,0,0.0,0.0,0.0,720.0,864.0,Dubaï,1,0.0
P0051,A,3,0,0,0.0,0.0,0.0,720.0,864.0,Dubaï,1,0.0
P0052,A,1,4,1,0.0,3.2,5.2,552.0,662.4,Dubaï,1,2208.0
P0052,A,2,0,0,4.0,0.0,0.0,552.0,662.4,Dubaï,1,0.0
P0052,A,3,0,0,4.0,0.0,0.0,552.0,662.4,Dubaï,1,0.0
P0053,B,1,0,0,0.0,0.0,0.0,592.0,710.4,Dubaï,1,0.0
P0053,B,2,0,0,0.0,0.0,0.0,592.0,710.4,Dubaï,1,0.0
P0053,B,3,0,0,0.0,0.0,0.0,592.0,710.4,Dubaï,1,0.0
P0054,B,1,12,1,4.5,0.0,2.52,320.0,384.0,Dubaï,1,3840.0
P0054,B,2,0,0,11.4,0.0,5.04,320.0,384.0,Dubaï,1,0.0
P0054,B,3,12,1,2.1,0.0,9.32,320.0,384.0,Dubaï,1,3840.0
P0055,A,1,4,1,1.4,0.0,4.6,304.0,364.8,Dubaï,1,1216.0
P0055,A,2,0,0,5.4,0.0,0.0,304.0,364.8,Dubaï,1,0.0
P0055,A,3,0,0,5.4,0.0,0.0,304.0,364.8,Dubaï,1,0.0
P0056,A,1,15,1,5.9,0.0,7.08,280.0,336.0,Dubaï,1,4200.0
P0056,A,2,0,0,15.0,0.0,5.96,280.0,336.0,Dubaï,1,0.0
P0056,A,3,15,1,6.3,0.0,8.67,280.0,336.0,Dubaï,1,4200.0
P0057,B,1,0,0,13.0,0.0,0.0,224.0,268.8,Dubaï,1,0.0
P0057,B,2,0,0,13.0,0.0,0.0,224.0,268.8,Dubaï,1,0.0
P0057,B,3,0,0,13.0,0.0,0.0,224.0,268.8,Dubaï,1,0.0
P0058,B,1,10,1,0.0,7.48,8.48,280.0,336.0,Dubaï,1,2800.0
P0058,B,2,0,0,7.8,0.0,2.21,280.0,336.0,Dubaï,1,0.0
P0058,B,3,10,1,3.5,0.0,4.26,280.0,336.0,Dubaï,1,2800.0
P0059,C,1,11,1,0.0,2.03,5.03,72.0,86.4,Dubaï,1,792.0
P0059,C,2,0,0,6.0,0.0,5.03,72.0,86.4,Dubaï,1,0.0
P0059,C,3,11,1,0.9,0.0,5.03,72.0,86.4,Dubaï,1,792.0
P0060,A,1,17,1,0.0,2.18,5.18,420.0,504.0,Dubaï,1,7140.0
P0060,A,2,0,0,8.3,0.0,8.66,420.0,504.0,Dubaï,1,0.0
P0060,A,3,17,1,0.0,2.69,11.03,420.0,504.0,Dubaï,1,7140.0
P0061,B,1,0,0,13.1,0.0,2.91,280.0,336.0,Dubaï,1,0.0
P0061,B,2,0,0,7.4,0.0,5.73,280.0,336.0,Dubaï,1,0.0
P0061,B,3,0,0,5.2,0.0,2.14,280.0,336.0,Dubaï,1,0.0
P0062,A,1,0,0,7.6,0.0,1.43,360.0,432.0,Dubaï,1,0.0
P0062,A,2,0,0,3.9,0.0,3.63,360.0,432.0,Dubaï,1,0.0
P0062,A,3,8,1,0.0,2.37,6.32,360.0,432.0,Dubaï,1,2880.0
P0066,A,1,7,1,3.2,0.0,4.8,552.0,634.8,Dubaï,1,3864.0
P0066,A,2,0,0,8.6,0.0,1.56,552.0,634.8,Dubaï,1,0.0
P0066,A,3,0,0,4.6,0.0,4.0,552.0,634.8,Dubaï,1,0.0
P0067,A,1,0,0,0.0,0.0,0.0,722.0,830.3,Dubaï,1,0.0
P0067,A,2,0,0,0.0,0.0,0.0,722.0,830.3,Dubaï,1,0.0
P0067,A,3,0,0,0.0,0.0,0.0,722.0,830.3,Dubaï,1,0.0
P0068,A,1,3,1,0.0,0.73,1.73,833.0,957.95,Dubaï,1,2499.0
P0068,A,2,0,0,1.5,0.0,1.49,833.0,957.95,Dubaï,1,0.0
P0068,A,3,0,0,1.5,0.0,0.0,833.0,957.95,Dubaï,1,0.0
P0069,A,1,0,0,1.0,0.0,0.0,850.0,977.5,Dubaï,1,0.0
P0069,A,2,0,0,1.0,0.0,0.0,850.0,977.5,Dubaï,1,0.0
P0069,A,3,0,0,1.0,0.0,0.0,850.0,977.5,Dubaï,1,0.0
P0070,B,1,0,0,0.0,0.0,0.0,569.0,654.35,Dubaï,1,0.0
P0070,B,2,0,0,0.0,0.0,0.0,569.0,654.35,Dubaï,1,0.0
P0070,B,3,0,0,0.0,0.0,0.0,569.0,654.35,Dubaï,1,0.0
P0071,A,1,0,0,0.0,0.0,0.0,637.0,732.55,Dubaï,1,0.0
P0071,A,2,0,0,0.0,0.0,0.0,637.0,732.55,Dubaï,1,0.0
P0071,A,3,0,0,0.0,0.0,0.0,637.0,732.55,Dubaï,1,0.0
P0072,A,1,12,1,0.0,2.13,8.13,790.0,908.5,Dubaï,1,9480.0
P0072,A,2,0,0,7.2,0.0,4.82,790.0,908.5,Dubaï,1,0.0
P0072,A,3,12,1,3.5,0.0,3.65,790.0,908.5,Dubaï,1,9480.0
P0073,A,1,0,0,0.0,0.0,0.0,980.0,1127.0,Dubaï,1,0.0
P0073,A,2,0,0,0.0,0.0,0.0,980.0,1127.0,Dubaï,1,0.0
P0073,A,3,0,0,0.0,0.0,0.0,980.0,1127.0,Dubaï,1,0.0
P0074,B,1,0,0,2.9,0.0,3.12,1190.0,1368.5,Dubaï,1,0.0
P0074,B,2,0,0,2.9,0.0,0.0,1190.0,1368.5,Dubaï,1,0.0
P0074,B,3,5,1,0.0,0.11,2.99,1190.0,1368.5,Dubaï,1,5950.0
P0075,B,1,0,0,10.3,0.0,0.71,850.0,977.5,Dubaï,1,0.0
P0075,B,2,0,0,8.8,0.0,1.48,850.0,977.5,Dubaï,1,0.0
P0075,B,3,0,0,8.4,0.0,0.44,850.0,977.5,Dubaï,1,0.0
P0076,A,1,0,0,3.7,0.0,2.35,595.0,684.25,Dubaï,1,0.0
P0076,A,2,4,1,1.4,0.0,2.28,595.0,684.25,Dubaï,1,2380.0
P0076,A,3,0,0,5.4,0.0,0.0,595.0,684.25,Dubaï,1,0.0
P0077,C,1,0,0,0.0,0.0,0.0,1275.0,1466.25,Dubaï,1,0.0
P0077,C,2,0,0,0.0,0.0,0.0,1275.0,1466.25,Dubaï,1,0.0
P0077,C,3,0,0,0.0,0.0,0.0,1275.0,1466.25,Dubaï,1,0.0
P0078,A,1,10,1,1.7,0.0,4.26,935.0,1075.25,Dubaï,1,9350.0
P0078,A,2,10,1,2.3,0.0,9.4,935.0,1075.25,Dubaï,1,9350.0
P0078,A,3,0,0,12.3,0.0,0.0,935.0,1075.25,Dubaï,1,0.0
P0079,C,1,0,0,0.0,0.0,0.0,765.0,879.75,Dubaï,1,0.0
P0079,C,2,0,0,0.0,0.0,0.0,765.0,879.75,Dubaï,1,0.0
P0079,C,3,0,0,0.0,0.0,0.0,765.0,879.75,Dubaï,1,0.0
P0080,A,1,17,1,0.0,3.11,7.11,1105.0,1270.75,Dubaï,1,18785.0
P0080,A,2,17,1,7.2,0.0,9.81,1105.0,1270.75,Dubaï,1,18785.0
P0080,A,3,0,0,16.8,0.0,7.36,1105.0,1270.75,Dubaï,1,0.0
P0081,C,1,0,0,0.0,0.0,0.0,935.0,1075.25,Dubaï,1,0.0
P0081,C,2,0,0,0.0,0.0,0.0,935.0,1075.25,Dubaï,1,0.0
P0081,C,3,0,0,0.0,0.0,0.0,935.0,1075.25,Dubaï,1,0.0
P0082,C,1,0,0,0.0,0.0,0.0,510.0,586.5,Dubaï,1,0.0
