produit_id,date,prevision,modele_utilise,intervalle_confiance_bas,intervalle_confiance_haut
P0082,2026-01-01,0.0,obsolete,0.0,0.0
P0103,2025-08-01,20.49762281501387,sarima,16.398098252011096,24.597147378016643
P0103,2025-09-01,14.638269353168354,sarima,11.710615482534685,17.565923223802024
P0103,2025-10-01,20.187727084020537,sarima,16.15018166721643,24.225272500824644
P0103,2025-11-01,15.517099785338637,sarima,12.41367982827091,18.620519742406362
P0103,2025-12-01,12.117556385731232,sarima,9.694045108584987,14.541067662877477
P0103,2026-01-01,12.968144885378903,sarima,10.374515908303124,15.561773862454682
P0276,2025-08-01,14.75944193021781,sarima,11.807553544174247,17.71133031626137
P0276,2025-09-01,13.17539570675828,sarima,10.540316565406625,15.810474848109935
P0276,2025-10-01,12.696591273214299,sarima,10.15727301857144,15.235909527857158
P0276,2025-11-01,12.551864634441923,sarima,10.04149170755354,15.062237561330306
P0276,2025-12-01,12.508118590122086,sarima,10.006494872097669,15.009742308146503
P0276,2026-01-01,12.49489561742082,sarima,9.995916493936656,14.993874740904984
P0031,2025-08-01,0.0,obsolete,0.0,0.0
P0031,2025-09-01,0.0,obsolete,0.0,0.0
P0031,2025-10-01,0.0,obsolete,0.0,0.0
P0031,2025-11-01,0.0,obsolete,0.0,0.0
P0031,2025-12-01,0.0,obsolete,0.0,0.0
P0031,2026-01-01,0.0,obsolete,0.0,0.0
P0253,2025-08-01,3.916666666666666,sarima,3.133333333333333,4.699999999999999
P0253,2025-09-01,3.916666666666666,sarima,3.133333333333333,4.699999999999999
P0253,2025-10-01,3.916666666666666,sarima,3.133333333333333,4.699999999999999
P0253,2025-11-01,3.916666666666666,sarima,3.133333333333333,4.699999999999999
P0253,2025-12-01,3.916666666666666,sarima,3.133333333333333,4.699999999999999
P0253,2026-01-01,3.916666666666666,sarima,3.133333333333333,4.699999999999999
P0047,2025-08-01,0.0,obsolete,0.0,0.0
P0047,2025-09-01,0.0,obsolete,0.0,0.0
P0047,2025-10-01,0.0,obsolete,0.0,0.0
P0047,2025-11-01,0.0,obsolete,0.0,0.0
P0047,2025-12-01,0.0,obsolete,0.0,0.0
P0047,2026-01-01,0.0,obsolete,0.0,0.0
P0274,2025-08-01,22.816185232496778,sarima,18.252948185997422,27.379422278996135
P0274,2025-09-01,18.59247370132411,sarima,14.873978961059288,22.31096844158893
P0274,2025-10-01,12.256906404565104,sarima,9.805525123652084,14.708287685478124
P0274,2025-11-01,18.59247370132411,sarima,14.873978961059288,22.31096844158893
P0274,2025-12-01,16.480617935737772,sarima,13.184494348590219,19.776741522885327
P0274,2026-01-01,11.72894246316852,sarima,9.383153970534817,14.074730955802224
P0153,2025-08-01,56.00000000000001,sarima,44.80000000000001,67.2
P0153,2025-09-01,35.0,sarima,28.0,42.0
P0153,2025-10-01,35.0,sarima,28.0,42.0
P0153,2025-11-01,22.000000000000004,sarima,17.600000000000005,26.400000000000002
P0153,2025-12-01,39.0,sarima,31.200000000000003,46.8
P0153,2026-01-01,24.0,sarima,19.200000000000003,28.799999999999997
P0266,2025-08-01,6.916666666666665,sarima,5.533333333333332,8.299999999999997
P0266,2025-09-01,6.916666666666665,sarima,5.533333333333332,8.299999999999997
P0266,2025-10-01,6.916666666666665,sarima,5.533333333333332,8.299999999999997
P0266,2025-11-01,6.916666666666665,sarima,5.533333333333332,8.299999999999997
P0266,2025-12-01,6.916666666666665,sarima,5.533333333333332,8.299999999999997
P0266,2026-01-01,6.916666666666665,sarima,5.533333333333332,8.299999999999997
P0210,2025-08-01,74.12495490431502,sarima,59.29996392345202,88.94994588517802
P0210,2025-09-01,77.28199846850386,sarima,61.82559877480309,92.73839816220463
P0210,2025-10-01,58.03199749790392,sarima,46.42559799832314,69.6383969974847
