produit_id,mois_offset,quantite_commandee_emp,commande_passee_emp,stock_final_emp,rupture_emp,demande_prevue,cout_achat
P0099,5,53,1,25.12490492104703,0.0,27.427559551571083,57.0
P0099,6,53,1,0.9253348482062798,0.0,24.19957007284075,57.0
P0248,1,7,1,0.0,1.7582676009663452,4.758267600966345,360.0
P0248,2,7,1,2.90601208018752,0.0,4.09398791981248,360.0
P0248,3,0,0,8.559713319772523,0.0,1.3462987604149963,360.0
P0248,4,0,0,5.696983214156788,0.0,2.8627301056157353,360.0
P0248,5,7,1,3.1389612366392745,0.0,2.5580219775175133,360.0
P0248,6,0,0,6.791897554079425,0.0,3.347063682559851,360.0
P0149,1,82,1,0.0,31.983598441137303,50.9835984411373,22.0
P0149,2,82,1,0.0,33.1361518253234,33.1361518253234,22.0
P0149,3,82,1,30.501951998979962,0.0,51.49804800102004,22.0
P0149,4,0,0,80.50875417809937,0.0,31.9931978208806,22.0
P0149,5,0,0,109.64386712980549,0.0,52.86488704829388,22.0
P0149,6,0,0,86.13370201393195,0.0,23.510165115873534,22.0
P0057,1,0,0,13.0,0.0,0.0,224.0
P0057,2,0,0,13.0,0.0,0.0,224.0
P0057,3,0,0,13.0,0.0,0.0,224.0
P0057,4,0,0,13.0,0.0,0.0,224.0
P0057,5,0,0,13.0,0.0,0.0,224.0
P0057,6,0,0,13.0,0.0,0.0,224.0
P0216,1,31,1,7.569114817504204,0.0,16.430885182495796,82.0
P0216,2,31,1,0.0,7.380182541411017,14.94929735891522,82.0
P0216,3,0,0,18.80705505943866,0.0,12.19294494056134,82.0
P0216,4,0,0,41.25966888058283,0.0,8.547386178855831,82.0
P0216,5,0,0,17.75645837760794,0.0,23.503210502974888,82.0
P0216,6,31,1,1.232654172728715,0.0,16.523804204879227,82.0
P0255,1,12,1,0.0,4.722525880851727,4.722525880851727,246.0
P0255,2,12,1,0.0,6.683838890776508,6.683838890776508,246.0
P0255,3,0,0,7.875463483476772,0.0,4.124536516523228,246.0
P0255,4,0,0,11.853337771853209,0.0,8.022125711623563,246.0
P0255,5,0,0,8.260735611106337,0.0,3.5926021607468717,246.0
P0255,6,12,1,0.48514519887280017,0.0,7.775590412233537,246.0
P0155,1,69,1,0.0,1.8827579910209522,25.882757991020952,22.0
P0155,2,69,1,0.0,33.17070830038714,33.17070830038714,22.0
P0155,3,0,0,37.01823788528196,0.0,31.98176211471804,22.0
P0155,4,0,0,72.21582218892831,0.0,33.802415696353656,22.0
P0155,5,0,0,35.413918329564034,0.0,36.80190385936428,22.0
P0155,6,69,1,0.0,7.942730409333926,43.35664873889796,22.0
P0113,1,27,1,0.0,14.343243896691597,20.343243896691597,75.0
P0113,2,27,1,0.0,11.934652971557057,11.934652971557057,75.0
P0113,3,27,1,12.159744851255896,0.0,14.840255148744104,75.0
P0113,4,0,0,27.280461847773807,0.0,11.879283003482085,75.0
P0113,5,0,0,49.41687903562725,0.0,4.863582812146557,75.0
P0113,6,0,0,34.919692693810106,0.0,14.49718634181714,75.0
P0270,1,0,0,11.253768494815292,0.0,8.746231505184708,90.0
P0270,2,18,1,0.0,1.7601859254279155,13.013954420243207,90.0
P0270,3,18,1,7.355055456762955,0.0,10.644944543237045,90.0
P0270,4,0,0,15.73079114085683,0.0,9.624264315906125,90.0
P0270,5,18,1,8.681880774880572,0.0,7.0489103659762575,90.0
P0270,6,0,0,23.190376567817193,0.0,3.49150420706338,90.0
P0138,1,70,1,0.0,19.785788564719844,37.785788564719844,22.0
P0138,2,70,1,0.0,35.67411427429399,35.67411427429399,22.0
P0138,3,70,1,31.222975043608244,0.0,38.777024956391756,22.0
P0138,4,0,0,65.76859910121976,0.0,35.454375942388474,22.0
P0138,5,0,0,95.3575997047933,0.0,40.41099939642647,22.0
P0138,6,0,0,73.59533996010543,0.0,21.762259744687874,22.0
P0007,1,0,0,0.0,0.0,0.0,165.0
P0007,2,0,0,0.0,0.0,0.0,165.0
P0007,3,0,0,0.0,0.0,0.0,165.0
P0007,4,0,0,0.0,0.0,0.0,165.0
P0007,5,0,0,0.0,0.0,0.0,165.0
P0007,6,0,0,0.0,0.0,0.0,165.0
P0111,1,41,1,0.0,15.38725992622729,21.38725992622729,45.0
P0111,2,41,1,0.0,10.743713143655867,10.743713143655867,45.0
P0111,3,41,1,14.263021302806937,0.0,26.736978697193063,45.0
P0111,4,0,0,28.978506358239045,0.0,26.28451494456789,45.0
P0111,5,0,0,48.093925017029235,0.0,21.884581341209806,45.0
P0111,6,0,0,33.773342837715816,0.0,14.320582179313417,45.0
P0152,1,92,1,0.0,16.21348228861561,40.21348228861561,18.0
P0152,2,92,1,0.0,76.84324064762224,76.84324064762224,18.0
P0152,3,0,0,60.22906436408469,0.0,31.77093563591531,18.0
P0152,4,0,0,99.08927560019714,0.0,53.13978876388757,18.0
P0152,5,0,0,69.05402705889267,0.0,30.035248541304473,18.0
P0152,6,92,1,27.557233932126003,0.0,41.49679312676667,18.0
P0262,1,0,0,0.0,0.0,0.0,415.0
P0262,2,0,0,0.0,0.0,0.0,415.0
P0262,3,0,0,0.0,0.0,0.0,415.0
P0262,4,0,0,0.0,0.0,0.0,415.0
P0262,5,0,0,0.0,0.0,0.0,415.0
P0262,6,0,0,0.0,0.0,0.0,415.0
P0180,1,0,0,37.18901400264544,0.0,32.81098599735456,32.0
P0180,2,48,1,4.791345388986876,0.0,32.39766861365857,32.0
P0180,3,0,0,43.81731521383812,0.0,8.974030175148757,32.0
P0180,4,0,0,27.682962882846848,0.0,16.134352330991273,32.0
P0180,5,48,1,9.372534094933552,0.0,18.310428787913295,32.0
P0180,6,48,1,23.590899410621333,0.0,33.78163468431222,32.0
P0070,1,0,0,0.0,0.0,0.0,569.0
P0070,2,0,0,0.0,0.0,0.0,569.0
P0070,3,0,0,0.0,0.0,0.0,569.0
P0070,4,0,0,0.0,0.0,0.0,569.0
P0070,5,0,0,0.0,0.0,0.0,569.0
P0070,6,0,0,0.0,0.0,0.0,569.0
P0208,1,0,0,18.0,0.0,0.0,14.0
P0208,2,0,0,18.0,0.0,0.0,14.0
P0208,3,0,0,18.0,0.0,0.0,14.0
P0208,4,0,0,18.0,0.0,0.0,14.0
P0208,5,0,0,18.0,0.0,0.0,14.0
P0208,6,0,0,18.0,0.0,0.0,14.0
P0009,1,0,0,0.0,0.0,0.0,175.0
P0009,2,0,0,0.0,0.0,0.0,175.0
P0009,3,0,0,0.0,0.0,0.0,175.0
P0009,4,0,0,0.0,0.0,0.0,175.0
P0009,5,0,0,0.0,0.0,0.0,175.0
P0009,6,0,0,0.0,0.0,0.0,175.0
P0032,1,0,0,0.0,0.0,0.0,140.0
P0032,2,0,0,0.0,0.0,0.0,140.0
